Index,SMU-1 Time (s),SMU-1 Resistance (Ω),SMU-1 Voltage (V),SMU-1 Current (A)
,0.1172,165.5382287,5.996376038,0.036223512
,0.1174,163.9457151,5.996596813,0.036576722
,0.1176,162.4695578,5.996640205,0.036909316
,0.1178,161.0556658,5.996562004,0.037232853
,0.118,159.7351083,5.996771336,0.037541974
,0.1182,158.5123855,5.996585369,0.03783039
,0.1184,157.35369,5.996838093,0.038110565
,0.1186,156.2403516,5.996768475,0.038381688
,0.1188,155.2000438,5.996861458,0.03863956
,0.119,154.2062391,5.996887684,0.038888749
,0.1192,153.2111368,5.99682045,0.039140891
,0.1194,152.2646997,5.996884823,0.039384604
,0.1196,151.3379464,5.996809006,0.039625283
,0.1198,150.4543912,5.99695158,0.039858934
,0.12,148.816977,3.313212395,0.022263672
,0.1202,164.8464704,0.519377112,0.003150672
,0.1204,178.2634344,0.498601019,0.00279699
,0.1206,189.9470833,0.499775589,0.002631131
,0.1208,201.244982,0.499723256,0.002483159
,0.121,212.3638068,0.499601156,0.002352572
,0.1212,223.1126522,0.49961859,0.002239311
,0.1214,233.5739046,0.499543011,0.002138694
,0.1216,243.6653589,0.499502301,0.002049952
,0.1218,253.3824944,0.499354035,0.001970752
,0.122,262.8852228,0.499400556,0.00189969
,0.1222,271.9971414,0.499258101,0.001835527
,0.1224,280.8753169,0.499316245,0.001777715
,0.1226,289.4071765,0.499269724,0.001725146
,0.1228,297.6706167,0.499293,0.001677334
,0.123,305.6868253,0.499301702,0.001633377
,0.1232,313.175056,0.49908945,0.001593644
,0.1234,320.7821356,0.499258101,0.001556378
,0.1236,327.7412454,0.499167949,0.001523055
,0.1238,334.9395461,0.49925229,0.001490574
,0.124,341.5030824,0.499159217,0.001461654
,0.1242,347.7951935,0.49917084,0.001435244
,0.1244,354.2323973,0.499237746,0.001409351
,0.1246,360.3238293,0.499083638,0.001385098
,0.1248,366.1927107,0.499191225,0.001363193
,0.125,371.6914988,0.499077827,0.001342721
,0.1252,377.1523387,0.49917379,0.001323534
,0.1254,382.5941309,0.499074906,0.00130445
,0.1256,387.9449248,0.499109805,0.001286548
,0.1258,392.6899662,0.499072015,0.001270906
,0.126,397.3537854,0.49913016,0.001256135
,0.1262,402.032088,0.499098182,0.001241439
,0.1264,406.2945991,0.49904874,0.001228293
,0.1266,410.8824479,0.499185413,0.001214911
,0.1268,414.9662969,0.499016762,0.001202548
,0.127,418.9634499,0.49908945,0.001191248
,0.1272,422.7399797,0.49904874,0.00118051
,0.1274,426.5842209,0.498993516,0.001169742
,0.1276,429.9963639,0.499135971,0.001160791
,0.1278,433.3435668,0.498912096,0.001151308
,0.128,436.8691655,0.499144673,0.00114255
,0.1282,440.0752617,0.499005139,0.001133909
,0.1284,443.2120398,0.49909234,0.00112608
,0.1286,446.1577682,0.498976052,0.001118385
,0.1288,449.0303746,0.499005139,0.001111295
,0.129,451.9271585,0.498993516,0.001104146
,0.1292,454.7320567,0.499054551,0.001097469
,0.1294,457.4231477,0.499028385,0.001090956
,0.1296,460.0569823,0.499034196,0.001084723
,0.1298,462.6159009,0.499103993,0.001078873
,0.13,464.9381767,0.498958617,0.001073172
,0.1302,467.7651145,0.499083638,0.001066954
,0.1304,470.0030583,0.499013871,0.001061725
,0.1306,472.2218668,0.499040008,0.001056791
,0.1308,474.3528979,0.499042928,0.00105205
,0.131,476.5582109,0.498955697,0.001046998
,0.1312,478.6470371,0.499042928,0.001042612
,0.1314,480.9195248,0.499025494,0.001037649
,0.1316,482.7836728,0.49904874,0.00103369
,0.1318,484.7313157,0.499042928,0.001029525
,0.132,486.737305,0.499080718,0.001025359
,0.1322,488.2969832,0.499013871,0.001021947
,0.1324,490.9294763,0.499042928,0.001016527
,0.1326,492.6316585,0.499106884,0.001013144
,0.1328,494.4200476,0.498932451,0.001009127
,0.133,496.130576,0.499156326,0.001006099
,0.1332,497.8291333,0.498909205,0.00100217
,0.1334,499.6699452,0.499115616,0.000998891
,0.1336,501.1496868,0.499002218,0.000995715
,0.1338,502.9718228,0.498996407,0.000992096
,0.134,504.5663879,0.499095261,0.000989157
,0.1342,506.3260172,0.498958617,0.000985449
,0.1344,507.6497536,0.499153405,0.000983263
,0.1346,509.7318147,0.498964429,0.000978876
,0.1348,511.0328707,0.499135971,0.00097672
,0.135,512.4358299,0.498909205,0.000973603
,0.1352,513.9145115,0.499103993,0.000971181
,0.1354,515.2119052,0.498978972,0.000968493
,0.1356,516.7272474,0.499057472,0.000965804
,0.1358,518.0544946,0.499069095,0.000963353
,0.136,519.3481555,0.498949885,0.000960723
,0.1362,520.8174569,0.499069095,0.000958242
,0.1364,522.1629743,0.498946995,0.000955539
,0.1366,523.547047,0.499040008,0.00095319
,0.1368,524.830024,0.499022573,0.000950827
,0.137,526.1592694,0.499019682,0.000948419
,0.1372,527.5245273,0.49913016,0.000946174
,0.1374,528.7779921,0.498894662,0.000943486
,0.1376,529.9572839,0.499083638,0.000941743
,0.1378,531.0863453,0.49897024,0.000939528
,0.138,532.22508,0.499057472,0.000937681
,0.1382,533.3108832,0.498996407,0.000935658
,0.1384,534.3239659,0.499060363,0.000934003
,0.1386,535.5021421,0.499013871,0.000931862
,0.1388,536.7422543,0.498964429,0.000929616
,0.139,537.7609433,0.499013871,0.000927947
,0.1392,538.6331334,0.499019682,0.000926456
,0.1394,539.7966941,0.499069095,0.00092455
,0.1396,540.8593684,0.498941183,0.000922497
,0.1398,541.6137978,0.499005139,0.00092133
,0.14,542.4084044,0.498944074,0.000919868
,0.1402,543.6348561,0.499028385,0.000917948
,0.1404,544.6083499,0.499037117,0.000916323
,0.1406,545.6717541,0.498955697,0.000914388
,0.1408,546.6469975,0.499040008,0.000912911
,0.141,547.6238459,0.498993516,0.000911198
,0.1412,548.6088567,0.499080718,0.00090972
,0.1414,549.3212773,0.498949885,0.000908302
,0.1416,550.4230006,0.499040008,0.000906648
,0.1418,550.8543991,0.49904874,0.000905954
,0.142,552.0878389,0.49892664,0.000903709
,0.1422,552.6624505,0.499005139,0.000902911
,0.1424,553.4515128,0.498981863,0.000901582
,0.1426,554.057206,0.499077827,0.000900769
,0.1428,555.1158146,0.498981863,0.000898879
,0.143,555.7048484,0.49905166,0.000898052
,0.1432,556.667651,0.498978972,0.000896368
,0.1434,557.3711126,0.499016762,0.000895304
,0.1436,558.072977,0.499002218,0.000894152
,0.1438,558.6245915,0.49896735,0.000893207
,0.144,559.3163845,0.499040008,0.000892232
,0.1442,560.2945773,0.498952806,0.000890519
,0.1444,561.1235436,0.499185413,0.000889618
,0.1446,561.7205143,0.498903394,0.00088817
,0.1448,562.4547006,0.499106884,0.000887373
,0.145,563.1806417,0.49888593,0.000885836
,0.1452,563.8054354,0.499031305,0.000885113
,0.1454,564.2718539,0.498944074,0.000884226
,0.1456,565.3674701,0.49901095,0.000882631
,0.1458,565.9422881,0.498949885,0.000881627
,0.146,566.7314754,0.499042928,0.000880563
,0.1462,567.3578398,0.499074906,0.000879648
,0.1464,567.9677333,0.498990595,0.000878554
,0.1466,568.4761058,0.499034196,0.000877846
,0.1468,569.0823816,0.498952806,0.000876767
,0.147,569.8638585,0.49904874,0.000875733
,0.1472,570.5530367,0.499037117,0.000874655
,0.1474,571.1155075,0.498946995,0.000873636
,0.1476,571.7552558,0.499083638,0.000872897
,0.1478,572.0304986,0.498842329,0.000872055
,0.148,572.8955431,0.499072015,0.00087114
,0.1482,573.644966,0.498987705,0.000869855
,0.1484,574.4983447,0.499034196,0.000868643
,0.1486,574.9467297,0.498990595,0.00086789
,0.1488,575.6066749,0.499002218,0.000866915
,0.149,575.9530951,0.499106884,0.000866576
,0.1492,576.8143468,0.498958617,0.000865025
,0.1494,577.0849636,0.49913305,0.000864921
,0.1496,577.6967509,0.499005139,0.000863784
,0.1498,578.4406282,0.49909234,0.000862824
,0.15,578.6630793,0.499002218,0.000862336
,0.1502,579.4203695,0.498987705,0.000861184
,0.1504,579.6829581,0.499025494,0.000860859
,0.1506,580.3825411,0.498984784,0.000859752
,0.1508,580.9726125,0.499045849,0.000858983
,0.151,581.7145624,0.498952806,0.000857728
,0.1512,582.1522958,0.499156326,0.000857433
,0.1514,582.7067458,0.498874307,0.000856133
,0.1516,583.2568712,0.499112695,0.000855734
,0.1518,583.1376204,0.498984784,0.00085569
,0.152,583.8194704,0.498981863,0.000854685
,0.1522,584.4944118,0.499109805,0.000853917
,0.1524,585.0965462,0.498949885,0.000852765
,0.1526,585.4701947,0.49913016,0.000852529
,0.1528,585.796124,0.49888885,0.000851642
,0.153,586.5711337,0.499124348,0.000850919
,0.1532,587.0828957,0.498952806,0.000849885
,0.1534,587.7368573,0.498987705,0.000848998
,0.1536,587.8766284,0.498993516,0.000848807
,0.1538,588.3405767,0.498952806,0.000848068
,0.154,588.9152593,0.49904874,0.000847403
,0.1542,589.6930084,0.499028385,0.000846251
,0.1544,590.2905471,0.499028385,0.000845395
,0.1546,590.634514,0.499066174,0.000844966
,0.1548,590.7619354,0.498999327,0.000844671
,0.155,591.4583966,0.498984784,0.000843652
,0.1552,591.7033081,0.499086529,0.000843474
,0.1554,591.7485112,0.49896735,0.000843208
,0.1556,592.3502537,0.498993516,0.000842396
,0.1558,592.6999268,0.499034196,0.000841968
,0.156,592.8561063,0.498999327,0.000841687
,0.1562,593.8288244,0.498984784,0.000840284
,0.1564,593.8462972,0.498973161,0.00084024
,0.1566,594.4448816,0.499045849,0.000839516
,0.1568,594.4631993,0.49892953,0.000839294
,0.157,595.1432476,0.49900803,0.000838467
,0.1572,595.4542508,0.499031305,0.000838068
,0.1574,595.6828004,0.498923719,0.000837566
,0.1576,596.0673926,0.498999327,0.000837153
,0.1578,596.5100947,0.498946995,0.000836444
,0.158,596.9163192,0.49904874,0.000836045
,0.1582,597.2340641,0.498961538,0.000835454
,0.1584,597.8612982,0.498955697,0.000834568
,0.1586,597.6487692,0.499025494,0.000834981
,0.1588,598.7476706,0.49897024,0.000833356
,0.159,598.5759374,0.49909234,0.0008338
,0.1592,599.006713,0.49892953,0.000832928
,0.1594,599.485416,0.499106884,0.000832559
,0.1596,599.8112858,0.498944074,0.000831835
,0.1598,599.9718761,0.499086529,0.00083185
,0.16,600.2626404,0.498938262,0.0008312
,0.1602,600.5961135,0.498984784,0.000830816
,0.1604,601.0972087,0.499037117,0.00083021
,0.1606,601.2605919,0.498906285,0.000829767
,0.1608,601.5206441,0.499086529,0.000829708
,0.161,601.7335938,0.498987705,0.00082925
,0.1612,602.2290457,0.49905166,0.000828674
,0.1614,602.2693217,0.499013871,0.000828556
,0.1616,602.7974242,0.498952806,0.000827729
,0.1618,602.9978835,0.49896735,0.000827478
,0.162,603.370657,0.498990595,0.000827005
,0.1622,603.8643933,0.499077827,0.000826473
,0.1624,603.9562642,0.498877227,0.000826015
,0.1626,604.3727595,0.49905166,0.000825735
,0.1628,604.6001503,0.498917907,0.000825203
,0.163,604.7093625,0.49900803,0.000825203
,0.1632,605.2193115,0.498981863,0.000824465
,0.1634,605.555646,0.498981863,0.000824007
,0.1636,605.7380382,0.49905166,0.000823874
,0.1638,606.1146472,0.498941183,0.00082318
,0.164,606.2306333,0.499054551,0.000823209
,0.1642,606.6374487,0.498932451,0.000822456
,0.1644,606.8262744,0.499042928,0.000822382
,0.1646,607.3705609,0.49897024,0.000821525
,0.1648,607.6614463,0.498984784,0.000821156
,0.165,607.6380465,0.499028385,0.000821259
,0.1652,608.1063175,0.498981863,0.00082055
,0.1654,608.0825297,0.499034196,0.000820669
,0.1656,608.5013581,0.498964429,0.000819989
,0.1658,609.10176,0.499042928,0.00081931
,0.166,609.2175098,0.498984784,0.000819059
,0.1662,609.393634,0.498976052,0.000818807
,0.1664,609.4738515,0.498987705,0.000818719
,0.1666,609.8742785,0.499063283,0.000818305
,0.1668,610.061056,0.498981863,0.000817921
,0.167,610.757692,0.499028385,0.000817064
,0.1672,610.2701207,0.498990595,0.000817655
,0.1674,610.6690856,0.498946995,0.00081705
,0.1676,611.1799743,0.499057472,0.000816547
,0.1678,611.2609251,0.49888885,0.000816163
,0.168,611.3943751,0.499042928,0.000816237
,0.1682,611.8321658,0.499074906,0.000815706
,0.1684,611.9844782,0.498973161,0.000815336
,0.1686,612.0315959,0.498993516,0.000815307
,0.1688,612.5138927,0.498961538,0.000814613
,0.169,612.6701206,0.499106884,0.000814642
,0.1692,613.1187366,0.498865575,0.000813652
,0.1694,613.2403399,0.499118507,0.000813904
,0.1696,613.6065315,0.498990595,0.000813209
,0.1698,614.1015157,0.499057472,0.000812663
,0.17,613.7762387,0.49909234,0.00081315
,0.1702,614.4493263,0.498949885,0.000812028
,0.1704,614.6100073,0.49908945,0.000812043
,0.1706,614.7973371,0.498923719,0.000811526
,0.1708,615.1878719,0.499022573,0.000811171
,0.171,615.1681635,0.498897552,0.000810994
,0.1712,615.7129649,0.499057472,0.000810536
,0.1714,615.5631745,0.498990595,0.000810625
,0.1716,616.1262235,0.499028385,0.000809945
,0.1718,616.0763282,0.49905166,0.000810048
,0.172,616.5513407,0.498999327,0.000809339
,0.1722,616.4197345,0.499074906,0.000809635
,0.1724,616.8951088,0.498958617,0.000808822
,0.1726,617.1306841,0.499112695,0.000808763
,0.1728,617.4036113,0.499005139,0.000808232
,0.173,617.8527338,0.49904874,0.000807715
,0.1732,617.3617373,0.499080718,0.000808409
,0.1734,618.1672182,0.499019682,0.000807257
,0.1736,617.8430175,0.499086529,0.000807789
,0.1738,618.3450864,0.498944074,0.000806902
,0.174,618.5046672,0.499054551,0.000806873
,0.1742,618.6596093,0.498987705,0.000806563
,0.1744,618.9460468,0.498999327,0.000806208
,0.1746,618.7203714,0.498981863,0.000806474
,0.1748,619.2111464,0.498993516,0.000805854
,0.175,619.3611775,0.499077827,0.000805794
,0.1752,619.685639,0.498973161,0.000805204
,0.1754,619.6849745,0.499045849,0.000805322
,0.1756,620.2464387,0.498920828,0.000804391
,0.1758,620.1899352,0.499095261,0.000804746
,0.176,620.1786336,0.498912096,0.000804465
,0.1762,620.4403978,0.498976052,0.000804229
,0.1764,620.4816031,0.499045849,0.000804288
,0.1766,620.739072,0.498941183,0.000803786
,0.1768,620.872328,0.499057472,0.0008038
,0.177,621.2204574,0.49897024,0.00080321
,0.1772,621.3023714,0.498999327,0.000803151
,0.1774,621.5217977,0.498964429,0.000802811
,0.1776,621.6729547,0.498984784,0.000802648
,0.1778,621.6048711,0.498976052,0.000802722
,0.178,621.7465794,0.499025494,0.000802619
,0.1782,621.9668719,0.498981863,0.000802264
,0.1784,622.3407407,0.498932451,0.000801703
,0.1786,622.5757928,0.499074906,0.000801629
,0.1788,622.8093817,0.498958617,0.000801142
,0.179,622.555302,0.499095261,0.000801688
,0.1792,622.6159585,0.498877227,0.00080126
,0.1794,623.0832745,0.499040008,0.00080092
,0.1796,623.2381792,0.498961538,0.000800595
,0.1798,623.7317215,0.499034196,0.000800078
,0.18,623.8232387,0.499042928,0.000799975
,0.1802,623.8990501,0.499002218,0.000799812
,0.1804,623.8729647,0.499045849,0.000799916
,0.1806,623.9591696,0.49896735,0.000799679
,0.1808,624.3559014,0.499063283,0.000799325
,0.181,624.2777489,0.498973161,0.000799281
,0.1812,624.5961084,0.498987705,0.000798897
,0.1814,624.6638272,0.499115616,0.000799015
,0.1816,625.0555265,0.498920828,0.000798202
,0.1818,624.9365167,0.499019682,0.000798513
,0.182,625.2552066,0.498932451,0.000797966
,0.1822,625.3441086,0.499086529,0.000798099
,0.1824,625.7596603,0.499002218,0.000797434
,0.1826,626.0369523,0.499066174,0.000797183
,0.1828,625.5513699,0.498946995,0.000797612
,0.183,626.0157389,0.499040008,0.000797168
,0.1832,626.1503602,0.499101073,0.000797095
,0.1834,626.3533001,0.498976052,0.000796637
,0.1836,626.6649579,0.499103993,0.000796445
,0.1838,626.3410128,0.498984784,0.000796666
,0.184,626.5763544,0.498996407,0.000796386
,0.1842,627.1077585,0.498993516,0.000795706
,0.1844,627.3450117,0.498987705,0.000795396
,0.1846,626.7596662,0.499031305,0.000796208
,0.1848,627.9018852,0.499022573,0.000794746
,0.185,627.742399,0.499072015,0.000795027
,0.1852,627.920703,0.498981863,0.000794657
,0.1854,628.3151339,0.499063283,0.000794288
,0.1856,628.4909651,0.49900803,0.000793978
,0.1858,628.6752604,0.499042928,0.000793801
,0.186,628.9049077,0.49904874,0.00079352
,0.1862,629.0263377,0.498996407,0.000793284
,0.1864,629.3420737,0.49905166,0.000792974
,0.1866,629.5075914,0.498941183,0.00079259
,0.1868,629.5509535,0.499077827,0.000792752
,0.187,629.7797442,0.498961538,0.000792279
,0.1872,629.7371772,0.49904874,0.000792471
,0.1874,629.7584368,0.498981863,0.000792339
,0.1876,630.2254633,0.499016762,0.000791807
,0.1878,630.3356821,0.49901095,0.000791659
,0.188,630.7512895,0.499013871,0.000791142
,0.1882,630.5466104,0.499066174,0.000791482
,0.1884,630.8199191,0.498900473,0.000790876
,0.1886,630.8194576,0.49913305,0.000791245
,0.1888,631.0129678,0.498894662,0.000790625
,0.189,631.0942117,0.49908945,0.000790832
,0.1892,631.4049822,0.498952806,0.000790226
,0.1894,631.4902196,0.499057472,0.000790285
,0.1896,631.3531773,0.499005139,0.000790374
,0.1898,631.4035669,0.498923719,0.000790182
,0.19,632.0457646,0.499141783,0.000789724
,0.1902,631.9632242,0.498917907,0.000789473
,0.1904,632.0953737,0.499115616,0.000789621
,0.1906,632.1020366,0.498952806,0.000789355
,0.1908,632.5640206,0.499167949,0.000789118
,0.191,631.9929107,0.498894662,0.000789399
,0.1912,632.400565,0.49901095,0.000789074
,0.1914,632.4826889,0.499019682,0.000788986
,0.1916,632.9985651,0.498949885,0.000788232
,0.1918,632.728486,0.49900803,0.000788661
,0.192,633.0583722,0.498987705,0.000788218
,0.1922,633.1820324,0.499019682,0.000788114
,0.1924,632.8280303,0.498955697,0.000788454
,0.1926,633.1948277,0.499095261,0.000788218
,0.1928,633.3046931,0.498976052,0.000787893
,0.193,633.6717262,0.498946995,0.00078739
,0.1932,633.6854444,0.499098182,0.000787612
,0.1934,633.9284127,0.498915017,0.000787021
,0.1936,634.1229645,0.499124348,0.00078711
,0.1938,634.2210446,0.49896735,0.00078674
,0.194,634.1705273,0.498955697,0.000786785
,0.1942,634.2337726,0.499042928,0.000786844
,0.1944,634.4037527,0.49900803,0.000786578
,0.1946,634.1697092,0.49904874,0.000786932
,0.1948,634.4609188,0.498949885,0.000786415
,0.195,634.4049661,0.499121428,0.000786755
,0.1952,634.4663194,0.498935372,0.000786386
,0.1954,634.5828757,0.49913016,0.000786548
,0.1956,634.8782966,0.498949885,0.000785898
,0.1958,635.2672338,0.499002218,0.0007855
,0.196,634.9870985,0.499101073,0.000786002
,0.1962,635.21001,0.498976052,0.000785529
,0.1964,635.1530455,0.499072015,0.000785751
,0.1966,635.5483315,0.498978972,0.000785116
,0.1968,635.5406977,0.499057472,0.000785249
,0.197,635.6343596,0.499037117,0.000785101
,0.1972,635.5193408,0.499031305,0.000785234
,0.1974,635.722684,0.499031305,0.000784983
,0.1976,636.0164462,0.499045849,0.000784643
,0.1978,635.7637114,0.499101073,0.000785042
,0.198,636.3513204,0.49897024,0.000784111
,0.1982,636.2976162,0.499069095,0.000784333
,0.1984,636.427192,0.49901095,0.000784082
,0.1986,636.423746,0.499045849,0.000784141
,0.1988,636.4391927,0.49901095,0.000784067
,0.199,637.0516528,0.499086529,0.000783432
,0.1992,636.8091644,0.498990595,0.000783579
,0.1994,637.11747,0.498949885,0.000783136
,0.1996,636.7194348,0.499127239,0.000783905
,0.1998,637.2938846,0.498909205,0.000782856
,0.2,637.1577962,0.499066174,0.000783269
,0.2002,637.3388077,0.499019682,0.000782974
,0.2004,637.2553724,0.498973161,0.000783003
,0.2006,637.5155065,0.499016762,0.000782752
,0.2008,637.6184469,0.499069095,0.000782708
,0.201,638.1175802,0.499016762,0.000782014
,0.2012,637.884005,0.499022573,0.000782309
,0.2014,638.3086344,0.499034196,0.000781807
,0.2016,638.0831062,0.498961538,0.00078197
,0.2018,638.5519225,0.49909234,0.0007816
,0.202,638.6089389,0.498853952,0.000781157
,0.2022,639.1939698,0.499037117,0.000780729
,0.2024,638.7821513,0.499045849,0.000781246
,0.2026,639.0338809,0.498949885,0.000780788
,0.2028,639.154039,0.499072015,0.000780832
,0.203,639.3045822,0.498944074,0.000780448
,0.2032,639.2516487,0.499063283,0.000780699
,0.2034,639.4181927,0.499013871,0.000780419
,0.2036,639.5439318,0.499045849,0.000780315
,0.2038,639.589495,0.499034196,0.000780241
,0.204,639.8774757,0.498946995,0.000779754
,0.2042,639.941794,0.499025494,0.000779798
,0.2044,640.1638639,0.498952806,0.000779414
,0.2046,640.1235751,0.499101073,0.000779695
,0.2048,640.4112764,0.498946995,0.000779104
,0.205,640.2496673,0.499019682,0.000779414
,0.2052,640.3075971,0.49897024,0.000779266
,0.2054,640.4102119,0.499031305,0.000779237
,0.2056,640.3476894,0.49901095,0.000779281
,0.2058,640.8615722,0.499013871,0.000778661
,0.206,640.7165976,0.499042928,0.000778882
,0.2062,641.1601586,0.498952806,0.000778203
,0.2064,640.5968832,0.499101073,0.000779119
,0.2066,641.1919899,0.498958617,0.000778174
,0.2068,641.1858783,0.499124348,0.000778439
,0.207,641.0075481,0.498976052,0.000778425
,0.2072,641.4108806,0.499034196,0.000778026
,0.2074,641.5075327,0.499005139,0.000777863
,0.2076,641.5891937,0.498964429,0.000777701
,0.2078,641.58488,0.499112695,0.000777937
,0.208,641.7373833,0.498946995,0.000777494
,0.2082,641.5382296,0.499057472,0.000777908
,0.2084,641.6041389,0.498976052,0.000777701
,0.2086,641.5876656,0.499124348,0.000777952
,0.2088,642.0037323,0.498964429,0.000777199
,0.209,642.1242376,0.499086529,0.000777243
,0.2092,642.1945028,0.499112695,0.000777199
,0.2094,642.637864,0.498973161,0.000776445
,0.2096,641.901901,0.499074906,0.000777494
,0.2098,642.0059071,0.498909205,0.00077711
,0.21,642.3766739,0.499121428,0.000776992
,0.2102,642.2805402,0.498999327,0.000776918
,0.2104,642.622438,0.499037117,0.000776563
,0.2106,642.5022245,0.499019682,0.000776682
,0.2108,642.4807645,0.498993516,0.000776667
,0.211,642.580318,0.499013871,0.000776578
,0.2112,642.7114804,0.498935372,0.000776298
,0.2114,642.8387827,0.499034196,0.000776298
,0.2116,642.8108166,0.498993516,0.000776268
,0.2118,642.9761048,0.499045849,0.00077615
,0.212,642.9368975,0.498996407,0.00077612
,0.2122,643.1025014,0.49901095,0.000775943
,0.2124,642.9099584,0.49908945,0.000776298
,0.2126,643.2814689,0.498874307,0.000775515
,0.2128,643.3618791,0.499098182,0.000775766
,0.213,643.4799828,0.498923719,0.000775352
,0.2132,643.3089209,0.498990595,0.000775662
,0.2134,643.4769687,0.498949885,0.000775397
,0.2136,643.5359565,0.499005139,0.000775411
,0.2138,643.5366673,0.499034196,0.000775456
,0.214,643.7860446,0.498999327,0.000775101
,0.2142,643.5697017,0.499031305,0.000775411
,0.2144,643.603405,0.498952806,0.000775249
,0.2146,643.988539,0.49905166,0.000774939
,0.2148,643.7080011,0.49896735,0.000775145
,0.215,643.6296975,0.499077827,0.000775411
,0.2152,643.7287412,0.498964429,0.000775116
,0.2154,644.133116,0.499040008,0.000774747
,0.2156,644.1713539,0.498993516,0.000774629
,0.2158,644.4307522,0.498946995,0.000774245
,0.216,644.1829531,0.499069095,0.000774732
,0.2162,644.3488135,0.498912096,0.000774289
,0.2164,644.5707391,0.499045849,0.00077423
,0.2166,644.3727576,0.498883039,0.000774215
,0.2168,644.8418118,0.49900803,0.000773846
,0.217,644.6415452,0.49896735,0.000774023
,0.2172,644.961154,0.499005139,0.000773698
,0.2174,644.5478064,0.499066174,0.000774289
,0.2176,645.1408758,0.498944074,0.000773388
,0.2178,644.828687,0.499083638,0.000773979
,0.218,645.4785281,0.498938262,0.000772974
,0.2182,645.3821616,0.498987705,0.000773166
,0.2184,645.1909637,0.499040008,0.000773476
,0.2186,645.3483184,0.498961538,0.000773166
,0.2188,645.3361512,0.499028385,0.000773284
,0.219,645.7380767,0.498900473,0.000772605
,0.2192,645.4646865,0.498984784,0.000773063
,0.2194,645.9454759,0.498955697,0.000772442
,0.2196,645.9450252,0.499060363,0.000772605
,0.2198,646.1334018,0.498900473,0.000772132
,0.22,646.0062641,0.499031305,0.000772487
,0.2202,642.9702911,0.402114362,0.000625401
,0.2204,651.553981,0.020546336,3.15E-05
,0.2206,1624.892964,0.002302636,1.42E-06
,0.2208,-117.486403,0.000241316,-2.05E-06
,0.221,120.36419,-0.000334342,-2.78E-06
